Registering Defuzzer!
Loaded thutessentials config file thutessentials/thutessentials-common.toml
Reading thutessentials/thutessentials-common.toml
thutessentials/thutessentials-common.toml config belongs to us!
Reading thutessentials/thutessentials-common.toml
Server Started
Starting Loading Land
Finished Loading Land and Teams
13:06:35.784277333 minecraft:overworld, BlockPos{x=5, y=5, z=-15}: log-in c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
Login detected, adding player to logins for defuzz.
13:06:43.25397702 minecraft:overworld, BlockPos{x=5, y=5, z=-15}: break Block{minecraft:grass} at BlockPos{x=89, y=91, z=-237} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:47.292224103 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:47.292236703 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:47.960513969 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 9 birch_fence Birch Fence, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:48.868997956 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 4 stick Stick, net.minecraft.world.inventory.ResultContainer@5dc31980 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:48.869127598 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:48.869159388 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:48.870849542 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 52 oak_planks Oak Planks <-> 54 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.32434086 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 oak_planks Oak Planks <-> 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.324503942 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 oak_planks Oak Planks <-> 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.325062257 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 50 oak_planks Oak Planks <-> 52 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.469072016 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 3 oak_planks Oak Planks <-> 2 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.469145447 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 3 oak_planks Oak Planks <-> 2 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.469391949 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 48 oak_planks Oak Planks <-> 50 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.568950341 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 4 oak_planks Oak Planks <-> 3 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.569376764 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 4 oak_planks Oak Planks <-> 3 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.569640556 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 46 oak_planks Oak Planks <-> 48 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.76894427 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 5 oak_planks Oak Planks <-> 4 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.76900047 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 5 oak_planks Oak Planks <-> 4 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.769718527 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 44 oak_planks Oak Planks <-> 46 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.918815172 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 6 oak_planks Oak Planks <-> 5 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.918887822 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 6 oak_planks Oak Planks <-> 5 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:49.919057234 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 42 oak_planks Oak Planks <-> 44 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.081465645 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 7 oak_planks Oak Planks <-> 6 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.081673146 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 7 oak_planks Oak Planks <-> 6 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.082304912 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 40 oak_planks Oak Planks <-> 42 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.2203502 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 8 oak_planks Oak Planks <-> 7 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.22041298 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 8 oak_planks Oak Planks <-> 7 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.220688723 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 38 oak_planks Oak Planks <-> 40 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.369195792 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 9 oak_planks Oak Planks <-> 8 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.369255253 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 9 oak_planks Oak Planks <-> 8 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.369521235 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 36 oak_planks Oak Planks <-> 38 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.520149283 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 10 oak_planks Oak Planks <-> 9 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.520213444 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 10 oak_planks Oak Planks <-> 9 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.520489976 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 34 oak_planks Oak Planks <-> 36 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.719068354 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 11 oak_planks Oak Planks <-> 10 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.719133305 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 11 oak_planks Oak Planks <-> 10 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.719390457 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 32 oak_planks Oak Planks <-> 34 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.869260548 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 12 oak_planks Oak Planks <-> 11 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.869330068 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 12 oak_planks Oak Planks <-> 11 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:50.869657681 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 30 oak_planks Oak Planks <-> 32 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.018643245 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 13 oak_planks Oak Planks <-> 12 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.018726116 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 13 oak_planks Oak Planks <-> 12 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.018918328 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 28 oak_planks Oak Planks <-> 30 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.615328948 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 4 stick Stick, net.minecraft.world.inventory.ResultContainer@5dc31980 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.615603959 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 13 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.61563571 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 13 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:51.616303796 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 52 stick Stick, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.768939708 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 3 birch_fence Birch Fence, net.minecraft.world.inventory.ResultContainer@5dc31980 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.76916341 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.769198291 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.769217831 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.769238591 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.769252501 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.769268701 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.769871007 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 50 stick Stick <-> 52 stick Stick, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:53.770014518 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 36 birch_planks Birch Planks <-> 40 birch_planks Birch Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682722485 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 3 birch_fence Birch Fence, net.minecraft.world.inventory.ResultContainer@5dc31980 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682917357 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682938827 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682954467 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682966858 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682978248 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:55.682990038 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319051185 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 3 birch_fence Birch Fence, net.minecraft.world.inventory.ResultContainer@5dc31980 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319240837 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319280497 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319300287 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319322197 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319340138 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319353418 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.319903393 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 48 stick Stick <-> 50 stick Stick, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.320143615 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 32 birch_planks Birch Planks <-> 36 birch_planks Birch Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869159604 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks <-> 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869351005 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 25 stick Stick <-> 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869394596 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks <-> 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869424336 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks <-> 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869507707 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 25 stick Stick <-> 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869534767 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks <-> 1 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.869947221 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 48 stick Stick, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.870044072 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 20 birch_planks Birch Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.870370865 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 20 birch_planks Birch Planks <-> 64 birch_planks Birch Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:35:58.870475416 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 32 birch_planks Birch Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.012155058 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 3 birch_fence Birch Fence, net.minecraft.world.inventory.ResultContainer@5dc31980 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.012296619 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.012332839 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 25 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.01235143 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.01237205 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.01239057 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 25 stick Stick, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.01240857 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class net.minecraft.world.inventory.CraftingMenu: 25 birch_planks Birch Planks, net.minecraft.world.inventory.CraftingContainer@1fc967 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.012877514 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 64 birch_fence Birch Fence <-> 9 birch_fence Birch Fence, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.013092456 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 20 birch_fence Birch Fence, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:00.942007926 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class net.minecraft.world.inventory.CraftingMenu: 3 birch_fence Birch Fence, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:01.733510102 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: open class com.minecolonies.api.inventory.container.ContainerRack c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:02.691761981 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class com.minecolonies.api.inventory.container.ContainerRack: 20 birch_fence Birch Fence, [] c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:02.692167715 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class com.minecolonies.api.inventory.container.ContainerRack: 20 birch_fence Birch Fence, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:02.992287765 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class com.minecolonies.api.inventory.container.ContainerRack: 23 birch_fence Birch Fence <-> 20 birch_fence Birch Fence, [] c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:02.992626388 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_take class com.minecolonies.api.inventory.container.ContainerRack: 3 birch_fence Birch Fence, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:03.301651887 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_swap class com.minecolonies.api.inventory.container.ContainerRack: 64 birch_fence Birch Fence <-> 23 birch_fence Birch Fence, [] c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:36:03.301715447 minecraft:overworld, BlockPos{x=5, y=5, z=-14}: slot_place class com.minecolonies.api.inventory.container.ContainerRack: 23 birch_fence Birch Fence, [] c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
